Names,Price,Links
"Apple iPad Pro 1st Gen. 128GB, Wi-Fi, 12.9in Space Gray - Tested - Bundle A1584",$229.99,https://www.ebay.com/itm/124863006627?epid=216598778&hash=item1d126a47a3:g:~qwAAOSwRFVkAPz2&amdata=enc%3AAQAIAAAAwImudT6FTITT6jcgX1rcz1DHJy2%2FAPxYZKNkmB2uhVF4UH%2BZ0yeE1LWDEGiJhzx9Lfqfu7Z%2F3QK1S2ZaTe30m7ZUpeeItNJfyXncj96dY2BErXZFfNGpcsGP0KgOrRWUvOhN78skR6c1r%2FunaxMbtZdys5X%2Fx9D1%2FQdpBdbKogJwLpNDSomGQU83IJNDrhbeFVxCz7NMTfYCS2oBIkX2N%2FHdgM5GIX%2FG3LpryA5Zlpc1AbFd8lJFYwEDqdYfrY0fBg%3D%3D%7Ctkp%3ABk9SR7DPl9mVYg
Apple iPad 9th Gen 10.2 (Wi-Fi Only) 64GB - Silver -  Brand New Sealed,$279.95,https://www.ebay.com/itm/155575076350?epid=15049285841&hash=item2438ff45fe:g:FmYAAOSwiZFkKxsq&amdata=enc%3AAQAIAAAA4LxZGnMDDylawG241l4OO%2F%2BBMu6P07zspGEktiVp11stm6iqYmdUpppdAE6N428Un4cmV0IX5APNACwMCgEmeW6gAeGzoKpJ7D78RuWW2jYE8Kp2CyQBTVWT3E72E624ILKmxqAYRbpKjT2TkFUkbPfxx%2Bp72ug3gc4x43UmvbIaJ4KEuQbkmTpINmCkKW%2Fs%2B80Pgo9yMSqPJzCno0W4vdu6P%2FIaL1No4pggX%2F0TbdC2CWp4LZvaG270at7btH7r3yEaCvvCexUO9ofPJTJtWVSu4ZsKZOSOrpyFTju4FCWH%7Ctkp%3ABk9SR7DPl9mVYg
"Apple iPad Air 3rd Gen 10.5"" MUUQ2LL/A 256GB & WiFi Only- Space Gray  USED #822",$229.99,https://www.ebay.com/itm/185922847922?epid=27030598142&hash=item2b49dd84b2:g:sHYAAOSw~HJkeOrQ&amdata=enc%3AAQAIAAAA4PQQqWTVSh5IKFkodz4CCSblEWvf8FcOBwhX3zaoCQQvADXRCLmaf6D2nPkZDQ4ISDQLu71VxxzZ%2BxqfGYexCpROGRXuSwDKC8KHE%2F1BmBxWiFHE9DKHBsDSuvAwvFRqoO5fwZOW43RIKL2E0uc1M56uJDrJZ%2BN4KSsOfXUBfrqcA7iap3j4DfKEym%2FGyLku%2FBDo3zv0yJ0PdyxVKgRfdrwwIGH1WkARdtBqmMsnt2tdM7DOZVgPZLSGzeclyBj7oxeyBznkLRl1hW3CwjJyBN0JCl67S63A57Bp9QQf64UA%7Ctkp%3ABk9SR7DPl9mVYg
"Apple iPad mini 5 MUQY2LL/A 5th Gen 7.9"" FHD 64GB 8MP WiFi Bluetooth GPS Gold",$214.99,https://www.ebay.com/itm/325493008788?epid=13030600264&hash=item4bc8e52994:g:uYwAAOSw3JtjvGXO&amdata=enc%3AAQAIAAAAwPBK9UuOa1O4zOc4CfNxjUA7%2FTtH4W9Xm9vEqfnrlQi5bJjXrpsG1hpF20WXjpryc06vijDFkwmnmxQJfbdv0h%2FL%2FWStVpm1n1SmL1U6IKtANEv3KwTtgmdoRNNAVdZujkH%2B53f1wlNfwlUFIvDi84usYSI45rIGQZR8Z9H2Hw%2Bimd0z7YluVPpbunbYbBfCxmfQcW890D%2B%2FTbdDzzaMxxmrL7bNEi3Ntv6am7KnddLee3hHhxTEDVUnSURRPtR%2Bpw%3D%3D%7Ctkp%3ABk9SR7DPl9mVYg
"Apple iPad 7th Gen A2197 MW772LL/A 10.2"" 128GB WIFI   Space Gray Poor #518",$169.99,https://www.ebay.com/itm/204298017383?epid=3034222256&hash=item2f911c5a67:g:QhsAAOSwUf9kMF9B&amdata=enc%3AAQAIAAAA4MAqmbLQxC5g1yUAXyTkdGAoONmJae0yVbb8yYaC4smg%2B%2BKzsAcK1uRwyg%2BCNB7VCKGPOBv7eJAKB5mCCUhf1ig%2Fs1iRf0HZ8TNRSNo%2BeA7FbdwkzyNSO4NddnBjV44ZDG3%2FiO5VCEbTfV3HpJ2XmZJC2PQcnBosS7baBgWqLJtyXMUi0t9gVBDep29W5XdQSWLV8tucZN1MOHzQ3biKStSGZ0K7B1irWDv%2F9Dt2KJdcCFEFdisMJuzjOwWVPJLunLjFNtpb1yalO%2B8dJcTqwAYg2ruzvPKjKBUNO1uAdXp%2F%7Ctkp%3ABk9SR7DPl9mVYg
"Apple iPad 8th Gen 128GB Wi-Fi + 4G Unlocked 10.2"" Space Gray (FPP005407)",$245.00,https://www.ebay.com/itm/364294973656?epid=24040882074&hash=item54d1ac28d8:g:MXgAAOSw-ABkg1QW&amdata=enc%3AAQAIAAAAwFPLYKa%2B12nCnByeKfKnyojhyMXD7R8ugeUcN9bAncNq7VSeQ2cYMCE%2FTfJmDR0CAwsIFKXYiy6zrrsRi1jY8FLxqxrhGk9jL0R2SZvTrmwGxmeNNQG4PmJkoYsgUhirCVxgn0PxoFEq0a9%2BbwmzWqtB0n7uSMyV8HATueqIU3Ls1tv2YNIgc9IFnc1jFVxdhLjIvSAUk4fYnLc%2BtAl%2BBgXWruzbU8JeKUtPL9EtBrSlLmxHuUW9wmunZLzgoiYU2w%3D%3D%7Ctkp%3ABk9SR7DPl9mVYg
"Apple iPad 7th Gen. 32GB, Wi-Fi, 10.2 in - Gold USED  #620",$159.99,https://www.ebay.com/itm/204315913366?epid=19034210998&hash=item2f922d6c96:g:KskAAOSw4QdkRs9W&amdata=enc%3AAQAIAAAAwCzZPdpOTQr%2F1%2Fls%2FIuwK%2FcHSc%2Fz5SEBqNHvQnDmLJodRxY8UzkPEe1tSze3EqVgNwHKS%2Fif8if3IwY69xGMrq00RpQ%2BSQdf7umS%2BQgmveiqin9CUy43d1EoJOuRLSWHGw0ulRgCPEHi%2BMjGyzCJ6dinEuv%2FZcOPnxHzKnGpyKkk%2Fi4V3Qk%2FoCaliVTkZnyp4DaqZQsnIstrmI9PrQu02vHg5x%2FEuu1fZFXP3jsgtA1cUJk%2Fl5BMU1aJQ%2BoOH6K6uQ%3D%3D%7Ctkp%3ABk9SR7DPl9mVYg
New WiFi Only iPad 9th Gen 64GB Space Gray MK2K3LL/A A2602,$269.99,https://www.ebay.com/itm/204360626045?epid=25049271524&hash=item2f94d7af7d:g:G30AAOSw8j9kf8~x&amdata=enc%3AAQAIAAAA4Aa5VPRGu8s5DbCsZhnIwaIGpC1TA81uzleiCjuUBdqfHqMtbvkhI0xsfQkkV0BBsplyWF%2FtUz8Jrg3O%2BMr9DUCpSLE7G91A3X7RBlfVtH0soRBUuyrESOt%2B0IoGZ5T82YYj8vtGwmEHCuRy8V6P%2BBEZ9ypfNopT%2Fz7oc5Ee4DRt1PBmGHXB4xjjol9VYV4%2BM9gfCFVSpBHMjVU%2FQmECJjyLUu%2B%2B043CoyuPo4oeLmIi17lxYPShdYmB4SUIOJFBoZSNcIZ8E0fYefait2ZLnFcryP0fgIzBCUd5tjGWLvq%2B%7Ctkp%3ABk9SR7DPl9mVYg
New Apple 5th Gen iPad 32GB Wi-Fi 9.7 in Gold MPGT2LL/A Retail Box 32 GB,$227.90,https://www.ebay.com/itm/354622077384?epid=235221547&hash=item52911f79c8:g:hDwAAOSwXYtY09WK&amdata=enc%3AAQAIAAAA0AUYN6JlnNPkCxc2ynmHD518YL8h3Qb%2Fu7gN1kTkGvUuHrX7eG%2BwnMsSHL5duVXlXpwaDFNFBGGDWPkQQCbZM%2FVhw1qCVS6gsHaswQwkxDK9RFqy0xtYcSw7xy0PprD2NHsWAUGoXu%2BI2UrQKUf7A%2FHQbCpI4HwZYhxe5p2Z8%2BSkyFJhs%2BAeUbHlogAdAF4Uf99oUp0JAvJFAfy2wH68z6VBOAwwzjzTSNYYDufi7RCFlrgsDLi6DeoI37EZFHK6RgS6KnzkiB52q1rnUuQGZj4%3D%7Ctkp%3ABFBMsM-X2ZVi
"New Apple iPad Mini 2 (2nd Gen) 2013 7.9"" 4G GSM Unlocked (WiFi + Cellular)",$179.99,https://www.ebay.com/itm/204346612968?epid=172912049&hash=item2f9401dce8:g:2s0AAOSw2lJikVgE&amdata=enc%3AAQAIAAAA0MGSmZgq8EvRQ3q99mEAndTF3%2FaJzCvk5nKofFT%2FCWbUACk9iu4V6LZlrUK9Xvw50qEaM4g7vMrdCxTjAFYDg6hcxALlNW7zly4ZBgaqjHqi1E9KUevShhAE%2BihMNNSf%2BAwfedOpm61IhVxJiyfbJRInw07W2rFmePdt9x4POYo6Sz4P6%2Bxv4MT6bCBkCAdGU0Uk%2FMHS4cw%2BoNN%2FbXwj4Qp3bAbV0dy9V0UHdcw6ORmps%2FaKm6k3ZEa%2FFl9bMczCaG3qBoAPXKUnPdmUc73jNFg%3D%7Ctkp%3ABFBMsM-X2ZVi
Apple iPad Mini 5 256GB Space Gray WiFi Fair Condition,$279.99,https://www.ebay.com/itm/275895175721?epid=10030602290&hash=item403ca24a29:g:1NsAAOSwHL1kg40C&amdata=enc%3AAQAIAAAAwPz11qEQ86MiE%2Bf7NUH0j91cIwExTbKNVXS8HZMwzKsnKk75sgso0LuFByPnqUfh8t%2FhubVxtpyqhVuohT%2BfcDXbaNGIZGfjgRstvu2lIBbdwTb1yLYWPDUDfYWsCYqo1hsu3jzL%2FNN3X9zuf4hzWwA7mi4x%2Bu%2BeJ2WbBt%2B6x35nVWH%2B%2BbgUEWuhDtvYM873HAMvx1X5U0zlbB8izoO0tR17XQ8V7Rjc42HT1wTV0Zm2j7cGfO0dpzHADppZoqN%2F%2Bg%3D%3D%7Ctkp%3ABk9SR7DPl9mVYg
Apple iPad 9th Generation Wifi Cellular Silver 256gb MK6A3LL/A Unlocked,$349.99,https://www.ebay.com/itm/175761699728?epid=2320329407&hash=item28ec36b390:g:Ub0AAOSw2MpkgF4e&amdata=enc%3AAQAIAAAAwKmlIIkF7L0PAF8pgX1H7LGxYHbzr2cDyWYsrtTeLXWQCRZg6s8fL0lG1yIwo%2B1hqzO7krE5pmUtpqmp7XXZTZ3ImGWc4VnRDXst2AfVMSJ%2F3xBbryuh%2FX5hQwC4x6kcChDVW0%2FW0qPngjYitB1NFJTa%2Bp0AFOZQ1YBRsy7%2BvwCsVDgoe31525zlGaHOmsQcwkcLzW%2BVgV9ZtOBaPpjZ%2Fh5lwp2HG3fumBssVX6s324D9o6I1oHgR%2Fan8nq46m6l9Q%3D%3D%7Ctkp%3ABk9SR7DPl9mVYg
"Apple 10.5"" iPad Pro 1st Gen 256GB Space Gray MPDY2LL/A +D Grade + Warranty!",$219.00,https://www.ebay.com/itm/115814011157?epid=238187554&hash=item1af70d9115:g:2GYAAOSwokhkblUk&amdata=enc%3AAQAIAAAAwEeMtwkQYfaDE3OU%2Bn1ISSw3lKVySex11nnk0yco%2Fuau94bK1OAduuq3uJ1w3ytcoJvWvAAUoiydJYzsUYMkbIASSN0E9AQm4GYsYhHc944W5cTeul9k4LsvGxtG90J5kCkY5z7w1w2cGbrPfjJqbVsSdKwjJyc36VBYvkGsSemS6cxuHJ18qLtrBR4OxAbg2I1dLlVDyUEpXdrOEELgot3TDLP9ZxJylDjEw9m9tsTDrRCyvgM0pRlQphCkxi%2FPvw%3D%3D%7Ctkp%3ABk9SR7LPl9mVYg
Apple iPad Mini 4 Wi-Fi + Cellular(Unlocked) 7.9in Tablet 128GB Silver A1550 ,$164.99,https://www.ebay.com/itm/385663870149?epid=216552510&hash=item59cb5ba4c5:g:VNUAAOSwpzNkfz9T&amdata=enc%3AAQAIAAAAwN5f6BN33nWflP2YKkZ2y93w6QllkiNmgBcrAfJr2UsuKrajT5L3v2MAu1Toh6WKEG3MREr7LdlahsaZLwuoNofdRfHrD7yVAbXfrPPfjV8BGyWApL2BPm5YKZj6b91FQvQWvTdudXZHoUoCNb5zI%2Bg1egTxVme6nhHfMdfu0odrv1Y1P11GHUM5pbh%2BkE%2Fj21WMr7LA8HTYxfXV9dk3nwzlAAn5emYvbWNPQdSEYrYfxAgFDoniwgOxxnCbjV%2BrBg%3D%3D%7Ctkp%3ABk9SR7LPl9mVYg
"Apple iPad 6th Generation 32gb, 128GB, Wi-Fi only",$199.00,https://www.ebay.com/itm/284261770290?epid=7034220085&hash=item422f526432:g:FOgAAOSwXcJgbyP7&amdata=enc%3AAQAIAAAAwGcbQ2YGlxjcFA5%2FdWbbQ7Ol%2BkqzyKiklzPoPZL9Ne0nGfifwig2CcMjen0IrT2WxlCEAcYgjGmOx3aXftarIvw7VFBkqhTwimoW5m86goxQJb3jKnh5bJWSJB7%2F6q5zSPaHOSAG0I289%2By0hseXEIr%2BmT8l36XFvt%2Bb02zcNpEvt%2B1vqwZF9ub%2BUQN5R1bc3CNNmKhn2iBg1nXunOSY0eJlXpkzLGPgr0zofyfwI92H8tm0GS7tamzea0towHGJUQ%3D%3D%7Ctkp%3ABk9SR7LPl9mVYg
"Apple 10.5"" iPad Pro 1st Gen 256GB Silver MPHH2LL/A +C Grade + Warranty!",$239.00,https://www.ebay.com/itm/115814034886?epid=238132462&hash=item1af70dedc6:g:9dAAAOSwlAhkbluj&amdata=enc%3AAQAIAAAAwFtGY6%2BrHYx%2B4gxddiatPrgCNdtU56OeWC39DaKj8R%2Fpo%2BuMu9sMKfOb1OsDRvXzLZrI2pfS3TOqxU8%2BG%2BAz345haUX3Z%2FlRljitHllC7yThQq44dJdwa8O7Unxfpj9nmEmt8qItNpyFtGqaMgDpkKhKpTE0pIJrcnaLK3lpo4k9w%2BJJASHquisLjRMUfpJ8EVZ1bCnI9USkYLFfcx7gVJqQ%2FnRiEHmYrAFm2vTnvlw1Ez6edlOA682THCWNf1Draw%3D%3D%7Ctkp%3ABk9SR7LPl9mVYg
Apple iPad 6th Gen (2018) - 32GB - All Colors - Wi-Fi Only - Excellent,$189.99,https://www.ebay.com/itm/384712482315?epid=243957293&hash=item5992a69e0b:g:6P0AAOSwMhRh-p0R&amdata=enc%3AAQAIAAAA4FvdgXqhHddTY%2FJpbfHV%2Bd2EeDmvT6GOZHrZ8O7Nc1I%2BrSZj8XSsxHWaZ%2BSQQ2BxqSxtNfUwnwxRcFubGGq%2BQ2f%2BzBLbA9sxLJOESGe14Tea3QOSOaSFiaSdNk6cik9bgHaU3achAzgnf%2FdWbE7V1yPjdstKSER8IizNwdg%2Fjfju4QMlE3ZR3W8s7A9BArlx0ld7WMvFjVuW60K9CeyaEQCcwXDhX%2BYuGMXW0f13N8BljGmYHClgz7yS2zzJ67XT2uNa8KkZaV5Eo11qdVIWnA2trLsXQGlx5lGbyuAqOsCG%7Ctkp%3ABk9SR7LPl9mVYg
"2021 Apple 10.2-inch iPad (Wi-Fi, 64GB) - Silver 9th generation, MK2L3LL/A",$282.00,https://www.ebay.com/itm/134409191453?epid=15049285841&hash=item1f4b69801d:g:Sh0AAOSwQ-lhrVYE&amdata=enc%3AAQAIAAAAwAKSd2PCzvuex%2FfA7cTKTPSuAmdY5SusLbzE0WVZALdOnMfo7vW7Crh%2FmrD6Ul1w8uUUzTdPsUTYhn3Yg0tWr5cDOpsIbUVZeniMbbytgOYeuAJkDJonbxyEj%2Bx0uP8YK4QzNZC1hhYitelSciUw1U8dMwVFnvmG3trXbvr4j4DHRBS6iwfu5a4R%2BHVTuwIniKvkOVVEW2a5zsQ%2FDy0dZUE9owCGdzE%2BR%2B%2Fer6P%2FcoY6ElELbdJFcO5qxeUIwbR4uQ%3D%3D%7Ctkp%3ABk9SR7LPl9mVYg
"Apple 10.2"" iPad 9th Generation 64GB Silver MK2L3LL/A Wi-Fi Tablet 2021 Model",$289.00,https://www.ebay.com/itm/224814556146?epid=15049285841&hash=item3457fde3f2:g:R7MAAOSwiith9iha&amdata=enc%3AAQAIAAAA4N3IR7vy4UuDaJIS4PFU%2FpDL0jnV%2BgfzYTtHueItvYhs9oQHqEpKq0ndG%2BeqT%2BT6OfJ%2BgIT9GgJpftZres8iQlNaEw2XcpZF0PkrFUoPFnUlAAXi%2BpE46hBhUVdnRrdhRqPhuxhmwv4gM1xPk8o9EVXT1zp%2BncqjSUfbVTxZgFOkIiGEHnybBIdTAFBrgLFXqw9XEiafDWr1i%2F3FJ3wv9ltBD%2Fv5skrxaoRWZ4t%2B%2FU2MUMV%2FQrk5CQMjr7PdlLg8RcNB2dzA7%2FsIk%2FaLkhmWkKOX1TTa0xgUoT%2F5W2LJHAlk%7Ctkp%3ABk9SR7LPl9mVYg
"NEW Apple 10.2"" iPad MYLA2LL/A 8th Generation 32GB Wi-Fi MODEL A2270 - Silver",$299.99,https://www.ebay.com/itm/256084932189?epid=12040875187&hash=item3b9fd9f65d:g:xuYAAOSwWORka-kz&amdata=enc%3AAQAIAAAA4Or7kMnrzVS25dLAyN%2FFNamXmaud522vFOpnlZ6%2FfpyhU%2FWrHlUoL1YU%2BBmLthZH2bQMQMs30lIJ%2F2GMxJvpIxhNPHgkZnQqUg6q%2BLDRFUT46X7dej%2FvRCGl5sbu78cTT5C2S5NOiaAnEx7eVNv%2FhBCmCjxv1utem0%2FIV%2F8EUfOONA5wUoX5oHf1d8m7v2BqzfDE4%2BiqOhbT1GcfBweVtn1juO29ey%2Bd18PP05moErGt%2BbD%2BCwRtWTlZXi9G%2BOghaWXibi09dVvF0digbKqFuguIlG%2FEg7SmNy8bnS2S77VG%7Ctkp%3ABk9SR7LPl9mVYg
"Apple iPad Air 2 32GB, Wi-Fi, 9.7in - Gold _ Brand New! Sealed!",$287.88,https://www.ebay.com/itm/125217613386?epid=241996978&hash=item1d278d264a:g:JwMAAOSwDgBiOo6W&amdata=enc%3AAQAIAAAA4KmmbhpMBVRemvG4LPjGMEvioP5aq%2F%2FgOCBH%2BY%2BALqeWndd1wkM04pbjv%2FvSYzo2EGYfcCMeykSccvEAbBBIcOJnAKwmfby5pWCjedIm18sQFFsGr%2FZxw6TeoocFBDaBPZ4%2B2AZwImXlXgGElLR%2F0CmqyjIfxMyWmIk5hkuZNmdkZhGY2xc6qA%2FU%2Fpda%2FDFSTjjqjVX%2FoGshLHkyC8lMjvhEUYir9hzu60Bs51FtSKQxcD0dcciOyB86YWVKp9CsYyo1JWvKShuOcIj0M7p88Q5oUq1D6wDGDu0ZwR4Fhdz1%7Ctkp%3ABk9SR7LPl9mVYg
"Apple iPad 9th Gen. 64GB, Wi-Fi, 10.2 in - Silver MK2L3LL/A",$285.00,https://www.ebay.com/itm/185835987252?epid=15049285841&hash=item2b44b02134:g:28YAAOSwn11hQhsT&amdata=enc%3AAQAIAAAAwA9aE2xdZEeLjKfdXmcNhg5G7J4Yd91OM4FPGTQFo1qMOUhlczu%2B8TRZv429wDmG9%2FvqRusEctRO5Rdm21bS9wp%2B7CIjG%2Bjg3Kn5adUvBd4B0KEIgD2z%2Fo7Lyl%2FVxcI5%2Bn6JZZbUZ6LMktV6bTozzj6Nl6NNicVCuTNd%2BNSqWGu7oZs9hME0Afm4kRwK9V9PLp0SlltsHPkU5j5Ucccwr1W8QONTSf%2FUKhkPRe9MMm%2FhQo%2Fnh1ZOeDf3LcNkTvHUQA%3D%3D%7Ctkp%3ABk9SR7LPl9mVYg
"Apple iPad 9th Gen. 64GB, Wi-Fi, 10.2 Inches - Silver -  BRAND NEW",$299.99,https://www.ebay.com/itm/195766159976?epid=15049285841&hash=item2d94928a68:g:ueUAAOSwh-FjtIoj&amdata=enc%3AAQAIAAAA4GSLa8z6NNxm4nPXhYPVUHP%2BHMvzXrmdvPTFDGAyRE69%2F1iVvDZGpHK46PumXSzLgCL3W03JDOKE4HjWaL0WLu4LtvZI8m22o00FYhpM3v3GqvtUGtH0y3VvAx12jxDUv0cyk%2BKmaD293XWWJ2zRHuC8Q%2FVy%2F69sZFL4rIwc3NeIjabEYS9qIekOG2CbJye%2Bs7UrYzhtcYJuju2So4upG%2B03FdJZuU%2F8PW4LMcmIReqdLfKuOwrMxidu3tfSUlPPfc7x4f8LiXLomCHYRpw77naBqKzR71EHWldMx0%2BL8nO6%7Ctkp%3ABk9SR7LPl9mVYg
"Apple iPad Air 3rd Gen (2019) 10.5"" - Wifi  - All Colors - 64GB - Excellent",$272.00,https://www.ebay.com/itm/144776659643?hash=item21b55c82bb:g:LtsAAOSwCBFkdf-x&amdata=enc%3AAQAIAAAA4DUJx0Wo9yVfbGeS86fo20SLpKrdRP0Zy%2BMnFADgihev8o4Wc6AcgC3w39VuqybBMNVVTl8xjLONEglew2U%2BeopsUN%2FS7ELy0UTqPEj4MB8e10IRef5Hm0ORxq6LatebediZDmXieC6V3%2FdWCYFLGDOg6K3LvOklHAeSyPCN5sge45a8Ov20QPOlRhUuxGsIUPmb91%2BRbWGmZ1Prk9lE9mRMrb3fSToafSCM3r3OiQL2%2Fptg1%2FzqFupYLJIT9Ca89g%2B3bqvjZ1qrNhbU81S5rMUSkS2ONBYHCEPWkylC9jvE%7Ctkp%3ABk9SR7LPl9mVYg
"Apple Pro 10.5"" A1709 256GB Gray Wi-Fi + Cellular iOS Tablet *LCD Burn*",$178.50,https://www.ebay.com/itm/185932846678?hash=item2b4a761656:g:swUAAOSwiw5hvP0g&amdata=enc%3AAQAIAAAAwIDlquCyj5OxFiuwjZ0WBTug8o83op7dPKJwZ0fa7LnUQS3X2BemfykOgcKikV02VQo4MUdYDEEaXx8tp8MF8BGpXeHsWxmpVTyD%2FBZGXJZcdTzJ%2F%2BXrPU5jl7JvTq1MO33hfgMLZkYsVgOkcIfRH5S%2FyC%2FtaxaJpgegWu8OkwWHG300MZSR5oyWlO6V0SOu5PwLi6E5NvS16FA6FFBvTv%2BYgD74HF%2B2YGpB4R9avX0RUeyFpwfOYieqx5b942u%2F0Q%3D%3D%7Ctkp%3ABk9SR7TPl9mVYg
"Apple 10.2in iPad (2021) (Wi-Fi, 64GB) - Latest Model (9th Gen) Silver - New",$324.88,https://www.ebay.com/itm/125068232951?epid=15049285841&hash=item1d1ea5c8f7:g:-nQAAOSwDP5hxhPK&amdata=enc%3AAQAIAAAA4MRT0YTTKk9drJJeggNx84en3WHUb1we68B2VrtkVkE8cD4RtP2CtoW9RHAlxDdlGVXxxcKGejjZWEoNT%2BnmKq80LOBVLvxAnnEGhNhSou%2BHoeofVpfFzQ2f8AzJG3bD5RCdGou2AlzSKqZP%2FMUckDbqmPRCyMk%2BEgoDJFXrZHlgM92vllCxzdjSfzpgDVK6fFdEBx5gCt4G3c3ifjcY07rXwaNf6BQv14gGCZlYsI95o3J8x6vSSXp5mY0UG4ygUSOcqblz4PDaHV6w%2F1uYucy%2FNbTn8FUM0zq20COXMdXs%7Ctkp%3ABk9SR7TPl9mVYg
"Apple iPad 9th Gen. - 64GB (Wi-Fi) 10.2"" - Silver  - MK2L3LL/A - NEW SEALED",$289.95,https://www.ebay.com/itm/256075889345?epid=15049285841&hash=item3b9f4ffac1:g:CfkAAOSwRc9kH5ly&amdata=enc%3AAQAIAAAAwIa3QExalvj8F2kVC1nOokvw%2F618%2BUspEwFv4RykV%2BrAqXHBFWmifJslhMeChB%2BytFrecyxJHlh7UUWLGQAuKeQz4VDcGIoqMovYI%2FwXA8ccmj%2B3Xp1kaeS5nBwbOXM%2FyicnQQ36KRSdlOutI99h2VarGOG8A8kIuiC8KkUrwIeCMNo4JvCqruS18C9lJbSid7ZlaHZUyoTomsSn88sYRX9PQPyvDtFAIrv5OdrvDVjmsdsHcabuR28Dh%2FutHb0qvw%3D%3D%7Ctkp%3ABk9SR7TPl9mVYg
Apple iPad 9th Gen 64GB Wi-Fi 10.2 in Silver MK2L3LL/A Sealed A2602,$317.98,https://www.ebay.com/itm/225268881745?epid=15049285841&hash=item3473125951:g:RNIAAOSwI5JjgXN0&amdata=enc%3AAQAIAAAA4P8rVN%2B63fQVQ3nbW63fMMiIzWVi%2BTu5r51sH8jNn2Hif4gH1KmPjZrCGFNE0qBLywBJ6XfNx4w3TqjTvFJrMYsP7IWxE088Xq8fTEy3Pqn6sMsjt0Q%2Bs2DyGod56Snce9Jo1aVaBtqx9WWm88NZe%2FOTsd3Q%2FRT%2BNj02r4qy9iCg53hxEKMgb3%2BXeIzxZOgifQ94LgJtUHO%2FiRDtJIzUCHJd9PIggwzCew0n%2B4s2444VgSkKBMXisF0QxggncXgSvqNeu1UFegG437K5iwU4Wh80vPTWK0vefFWP92sXl%2Brq%7Ctkp%3ABk9SR7TPl9mVYg
New Factory Sealed Apple iPad Air 2 32GB Wi-Fi 9.7 in Gold (MNV72LL/A) 32 GB,$269.95,https://www.ebay.com/itm/354653068900?epid=241996978&hash=item5292f85e64:g:-fAAAOSwX3tkAOQG&amdata=enc%3AAQAIAAAAwMepPGFyrhS5ddRZXDIMJfNVxuY2%2BRVVes5q23DebDRaiDFEPMvUMDtDY6I96bM9ix5VD4zKmqPU%2FuF0XlS62y7WUOMkgttgJxKzKlJDPeupOo%2FgUdy5dFSAb6mmsiv7jNi7CUmkWF5%2Fbl3XDGmeIB49k5ylsk2oCpRHN%2BtdE%2Fz82IIHkKXlBNXcAPM%2BTESeoMqHhdwij7botoHKvkeMiDqdyQLGuYV2hubMcChayoHkhN9LWFfeZ3ek1Qq8ONrnqw%3D%3D%7Ctkp%3ABk9SR7TPl9mVYg
"Apple iPad 9th Gen. 64GB, Wi-Fi, 10.2 in - Silver",$309.00,https://www.ebay.com/itm/166145561364?epid=15049285841&hash=item26af0c1314:g:28YAAOSwn11hQhsT&amdata=enc%3AAQAIAAAAwBH2%2BK31PZameofjLSx2pLsnrta92HBL%2BaqTtZm2o%2BSm174UrJobeO72Am9dhgQLmiWnyc8DieFOScTyD5jghuv5D8tAD899poKvyR1ChMNFxEOxxNStlEr4%2FJEgsFby1yfI8Sch%2FPGRQ5BNu8ACM3JMWpBvjnbf3PQB52J97LsyGJu8Hb%2BuRpcQ5xMUtUpZu%2BfK0C%2BMMxnMvSEDa8XhbbM7%2FsXu4P8QzH5MiEcIjzBuzttU5SgU5CbEdhHUf2RCsA%3D%3D%7Ctkp%3ABk9SR7TPl9mVYg
"Apple iPad 7th Gen. 32GB, Wi-Fi, 10.2 in - gold- very good",$183.99,https://www.ebay.com/itm/175602580201?epid=19034210998&hash=item28e2babae9:g:DFUAAOSwYJ5jVsPP&amdata=enc%3AAQAIAAAAwE6UnRC6PUffIgPLtZOCZMv%2FofcBSwJzM0ysRAyTA8ZeGuvuEeYFbIyo5Idz5AncIndWEvNfqlRUP0c3%2BPPOaThKsZeCeHKy9Jmq%2FO%2BPEOpjVkHBNKryw%2BLTL0ldpeqUWNjOnB25pWmwY4hqHacqc49qPMX%2BWJIkq7%2F15gOnrKVyMu4mqbmc0%2BPpJe1CGGwGHQm%2F7y7bmX%2FFITc7cFUVYyeN3b39KyYzzPEM8jeqOQh0qJZ2VowGygKeqg4C1n6tJw%3D%3D%7Ctkp%3ABk9SR7TPl9mVYg
Apple iPad 9th generation 64gb wifi Silver Brand New - Sealed Box-,$299.99,https://www.ebay.com/itm/314302174079?epid=15049285841&hash=item492dde937f:g:15wAAOSwkjBjs7HY&amdata=enc%3AAQAIAAAA4IgaBh9o%2BwBzY6wYu96x7wqY8Un6Ay4fnk1QUqaojbCUZo%2F6WPZGbt7jdcHbgbA6ck1HO8%2BsNP0f49btntKjfYts%2Bt411ZtNGcSQ4YAns%2B8v7wFdm07fIlA12QMitlvpP5Q6aCPvnZlP0BMqSw%2FD08J8duSHda8i303Oed1dFsLUoKg7457psig52ez%2FkLwpXBoKLWQ3In8wI9jtRyv5eIvyv1h4AHx%2B3YxHey3Js8BdRYdYeqMOvSUpxgm3cJW5l21mk0vZlVILd%2F6xMAnqwFaay9fX7e%2FIKbhkZaCjdv95%7Ctkp%3ABk9SR7TPl9mVYg
